power_dbm,evm_edc,evm_mlp,q_edc_db,q_mlp_db,q_improvement_db,ber_edc,ber_mlp
-4,0.167101189494133,0.06280561536550522,15.540409172221992,24.040030496839485,8.499621324617493,0.005582930476643973,8.059432049756725e-13
-2,0.15251412987709045,0.02702227048575878,16.33379837311399,31.365563263193607,15.031764890079618,0.002523652833160352,1.2044519704217963e-61
0,0.17094294726848602,0.011189188808202744,15.342976250733349,39.02402795467224,23.68105170393889,0.006669423546328598,0.0
2,0.2337297797203064,0.0058812485076487064,12.625719004679771,44.61060938859467,31.984890383914895,0.04177468637223765,0.0
4,0.34782761335372925,0.004106869455426931,9.172718863508267,47.7297820358843,38.55706317237603,0.1489020786338906,0.0
